errors,uncertainties,accuracy,iteration
0.3,0.3,0.2857142857142857,5
0.3,0.3,0.2857142857142857,5
0.3,0.3,0.2857142857142857,5
0.01,0.01,1.0,6
0.01,0.01,1.0,6
0.01,0.01,1.0,6
0.05,0.01,1.0,6
0.05,0.01,1.0,6
0.05,0.01,1.0,6
0.1,0.01,,6
0.1,0.01,,6
0.1,0.01,,6
0.15,0.01,,6
0.15,0.01,,6
0.15,0.01,,6
0.2,0.01,,6
0.2,0.01,,6
0.2,0.01,,6
0.25,0.01,,6
0.25,0.01,,6
0.25,0.01,,6
0.3,0.01,,6
0.3,0.01,,6
0.3,0.01,,6
0.01,0.05,1.0,6
0.01,0.05,1.0,6
0.01,0.05,1.0,6
0.05,0.05,1.0,6
0.05,0.05,1.0,6
0.05,0.05,1.0,6
0.1,0.05,,6
0.1,0.05,,6
0.1,0.05,,6
0.15,0.05,,6
0.15,0.05,,6
0.15,0.05,,6
0.2,0.05,,6
0.2,0.05,,6
0.2,0.05,,6
0.25,0.05,,6
0.25,0.05,,6
0.25,0.05,,6
0.3,0.05,,6
0.3,0.05,,6
0.3,0.05,,6
0.01,0.1,0.7575757575757576,6
0.01,0.1,0.7575757575757576,6
0.01,0.1,0.7575757575757576,6
0.05,0.1,0.8333333333333334,6
0.05,0.1,0.8333333333333334,6
0.05,0.1,0.8333333333333334,6
0.1,0.1,0.9166666666666666,6
0.1,0.1,0.9166666666666666,6
0.1,0.1,0.9166666666666666,6
0.15,0.1,,6
0.15,0.1,,6
0.15,0.1,,6
0.2,0.1,,6
0.2,0.1,,6
0.2,0.1,,6
0.25,0.1,,6
0.25,0.1,,6
0.25,0.1,,6
0.3,0.1,,6
0.3,0.1,,6
0.3,0.1,,6
0.01,0.15,0.5681818181818182,6
0.01,0.15,0.5681818181818182,6
0.01,0.15,0.5681818181818182,6
0.05,0.15,0.5681818181818182,6
0.05,0.15,0.5681818181818182,6
0.05,0.15,0.5681818181818182,6
0.1,0.15,0.7575757575757576,6
0.1,0.15,0.7575757575757576,6
0.1,0.15,0.7575757575757576,6
0.15,0.15,0.1818181818181818,6
0.15,0.15,0.1818181818181818,6
0.15,0.15,0.1818181818181818,6
0.2,0.15,,6
0.2,0.15,,6
0.2,0.15,,6
0.25,0.15,,6
0.25,0.15,,6
0.25,0.15,,6
0.3,0.15,,6
0.3,0.15,,6
0.3,0.15,,6
0.01,0.2,0.5681818181818182,6
0.01,0.2,0.5681818181818182,6
0.01,0.2,0.5681818181818182,6
0.05,0.2,0.5681818181818182,6
0.05,0.2,0.5681818181818182,6
0.05,0.2,0.5681818181818182,6
0.1,0.2,0.5681818181818182,6
0.1,0.2,0.5681818181818182,6
0.1,0.2,0.5681818181818182,6
0.15,0.2,0.5714285714285714,6
0.15,0.2,0.5714285714285714,6
0.15,0.2,0.5714285714285714,6
0.2,0.2,0.0,6
0.2,0.2,0.0,6
0.2,0.2,0.0,6
0.25,0.2,,6
0.25,0.2,,6
0.25,0.2,,6
0.3,0.2,,6
0.3,0.2,,6
0.3,0.2,,6
0.01,0.25,0.5208333333333334,6
0.01,0.25,0.5208333333333334,6
0.01,0.25,0.5208333333333334,6
0.05,0.25,0.5208333333333334,6
0.05,0.25,0.5208333333333334,6
0.05,0.25,0.5208333333333334,6
0.1,0.25,0.5319148936170213,6
0.1,0.25,0.5319148936170213,6
0.1,0.25,0.5319148936170213,6
0.15,0.25,0.4347826086956521,6
0.15,0.25,0.4347826086956521,6
0.15,0.25,0.4347826086956521,6
0.2,0.25,0.5428571428571428,6
0.2,0.25,0.5428571428571428,6
0.2,0.25,0.5428571428571428,6
0.25,0.25,0.0,6
0.25,0.25,0.0,6
0.25,0.25,0.0,6
0.3,0.25,,6
0.3,0.25,,6
0.3,0.25,,6
0.01,0.3,0.5102040816326531,6
0.01,0.3,0.5102040816326531,6
0.01,0.3,0.5102040816326531,6
0.05,0.3,0.5102040816326531,6
0.05,0.3,0.5102040816326531,6
0.05,0.3,0.5102040816326531,6
0.1,0.3,0.5208333333333334,6
0.1,0.3,0.5208333333333334,6
0.1,0.3,0.5208333333333334,6
0.15,0.3,0.425531914893617,6
0.15,0.3,0.425531914893617,6
0.15,0.3,0.425531914893617,6
0.2,0.3,0.4222222222222222,6
0.2,0.3,0.4222222222222222,6
0.2,0.3,0.4222222222222222,6
0.25,0.3,0.4285714285714285,6
0.25,0.3,0.4285714285714285,6
0.25,0.3,0.4285714285714285,6
0.3,0.3,0.0,6
0.3,0.3,0.0,6
0.3,0.3,0.0,6
0.01,0.01,1.0,7
0.01,0.01,1.0,7
0.01,0.01,1.0,7
0.05,0.01,1.0,7
0.05,0.01,1.0,7
0.05,0.01,1.0,7
0.1,0.01,0.925925925925926,7
0.1,0.01,0.925925925925926,7
0.1,0.01,0.925925925925926,7
0.15,0.01,0.4285714285714285,7
0.15,0.01,0.4285714285714285,7
0.15,0.01,0.4285714285714285,7
0.2,0.01,0.0,7
0.2,0.01,0.0,7
0.2,0.01,0.0,7
0.25,0.01,0.0,7
0.25,0.01,0.0,7
0.25,0.01,0.0,7
0.3,0.01,,7
0.3,0.01,,7
0.3,0.01,,7
0.01,0.05,1.0,7
0.01,0.05,1.0,7
0.01,0.05,1.0,7
0.05,0.05,0.925925925925926,7
0.05,0.05,0.925925925925926,7
0.05,0.05,0.925925925925926,7
0.1,0.05,0.8333333333333334,7
0.1,0.05,0.8333333333333334,7
0.1,0.05,0.8333333333333334,7
0.15,0.05,0.76,7
0.15,0.05,0.76,7
0.15,0.05,0.76,7
0.2,0.05,0.0,7
0.2,0.05,0.0,7
0.2,0.05,0.0,7
0.25,0.05,0.0,7
0.25,0.05,0.0,7
0.25,0.05,0.0,7
0.3,0.05,,7
0.3,0.05,,7
0.3,0.05,,7
0.01,0.1,0.5434782608695652,7
0.01,0.1,0.5434782608695652,7
0.01,0.1,0.5434782608695652,7
0.05,0.1,0.5681818181818182,7
0.05,0.1,0.5681818181818182,7
0.05,0.1,0.5681818181818182,7
0.1,0.1,0.625,7
0.1,0.1,0.625,7
0.1,0.1,0.625,7
0.15,0.1,0.6388888888888888,7
0.15,0.1,0.6388888888888888,7
0.15,0.1,0.6388888888888888,7
0.2,0.1,0.6153846153846154,7
0.2,0.1,0.6153846153846154,7
0.2,0.1,0.6153846153846154,7
0.25,0.1,0.0,7
0.25,0.1,0.0,7
0.25,0.1,0.0,7
0.3,0.1,0.0,7
0.3,0.1,0.0,7
0.3,0.1,0.0,7
0.01,0.15,0.5434782608695652,7
0.01,0.15,0.5434782608695652,7
0.01,0.15,0.5434782608695652,7
0.05,0.15,0.5434782608695652,7
0.05,0.15,0.5434782608695652,7
0.05,0.15,0.5434782608695652,7
0.1,0.15,0.5434782608695652,7
0.1,0.15,0.5434782608695652,7
0.1,0.15,0.5434782608695652,7
0.15,0.15,0.5227272727272727,7
0.15,0.15,0.5227272727272727,7
0.15,0.15,0.5227272727272727,7
0.2,0.15,0.4761904761904761,7
0.2,0.15,0.4761904761904761,7
0.2,0.15,0.4761904761904761,7
0.25,0.15,0.4864864864864865,7
0.25,0.15,0.4864864864864865,7
0.25,0.15,0.4864864864864865,7
0.3,0.15,0.1333333333333333,7
0.3,0.15,0.1333333333333333,7
0.3,0.15,0.1333333333333333,7
0.01,0.2,0.5434782608695652,7
0.01,0.2,0.5434782608695652,7
0.01,0.2,0.5434782608695652,7
0.05,0.2,0.5319148936170213,7
0.05,0.2,0.5319148936170213,7
0.05,0.2,0.5319148936170213,7
0.1,0.2,0.5319148936170213,7
0.1,0.2,0.5319148936170213,7
0.1,0.2,0.5319148936170213,7
0.15,0.2,0.4893617021276595,7
0.15,0.2,0.4893617021276595,7
0.15,0.2,0.4893617021276595,7
0.2,0.2,0.425531914893617,7
0.2,0.2,0.425531914893617,7
0.2,0.2,0.425531914893617,7
0.25,0.2,0.4318181818181818,7
0.25,0.2,0.4318181818181818,7
0.25,0.2,0.4318181818181818,7
0.3,0.2,0.4146341463414634,7
0.3,0.2,0.4146341463414634,7
0.3,0.2,0.4146341463414634,7
0.01,0.25,0.5102040816326531,7
0.01,0.25,0.5102040816326531,7
0.01,0.25,0.5102040816326531,7
0.05,0.25,0.5102040816326531,7
0.05,0.25,0.5102040816326531,7
0.05,0.25,0.5102040816326531,7
0.1,0.25,0.5102040816326531,7
0.1,0.25,0.5102040816326531,7
0.1,0.25,0.5102040816326531,7
0.15,0.25,0.4693877551020408,7
0.15,0.25,0.4693877551020408,7
0.15,0.25,0.4693877551020408,7
0.2,0.25,0.4166666666666667,7
0.2,0.25,0.4166666666666667,7
0.2,0.25,0.4166666666666667,7
0.25,0.25,0.3958333333333333,7
0.25,0.25,0.3958333333333333,7
0.25,0.25,0.3958333333333333,7
0.3,0.25,0.391304347826087,7
0.3,0.25,0.391304347826087,7
0.3,0.25,0.391304347826087,7
0.01,0.3,0.5102040816326531,7
0.01,0.3,0.5102040816326531,7
0.01,0.3,0.5102040816326531,7
0.05,0.3,0.5102040816326531,7
0.05,0.3,0.5102040816326531,7
0.05,0.3,0.5102040816326531,7
0.1,0.3,0.5102040816326531,7
0.1,0.3,0.5102040816326531,7
0.1,0.3,0.5102040816326531,7
0.15,0.3,0.4693877551020408,7
0.15,0.3,0.4693877551020408,7
0.15,0.3,0.4693877551020408,7
0.2,0.3,0.4081632653061224,7
0.2,0.3,0.4081632653061224,7
0.2,0.3,0.4081632653061224,7
0.25,0.3,0.3877551020408163,7
0.25,0.3,0.3877551020408163,7
0.25,0.3,0.3877551020408163,7
0.3,0.3,0.375,7
0.3,0.3,0.375,7
0.3,0.3,0.375,7
0.01,0.01,1.0,8
0.01,0.01,1.0,8
0.01,0.01,1.0,8
0.05,0.01,1.0,8
0.05,0.01,1.0,8
0.05,0.01,1.0,8
0.1,0.01,1.0,8
0.1,0.01,1.0,8
0.1,0.01,1.0,8
0.15,0.01,,8
0.15,0.01,,8
0.15,0.01,,8
0.2,0.01,,8
0.2,0.01,,8
0.2,0.01,,8
0.25,0.01,,8
0.25,0.01,,8
0.25,0.01,,8
0.3,0.01,,8
0.3,0.01,,8
0.3,0.01,,8
0.01,0.05,0.6756756756756757,8
0.01,0.05,0.6756756756756757,8
0.01,0.05,0.6756756756756757,8
0.05,0.05,0.8928571428571429,8
0.05,0.05,0.8928571428571429,8
0.05,0.05,0.8928571428571429,8
0.1,0.05,1.0,8
0.1,0.05,1.0,8
0.1,0.05,1.0,8
0.15,0.05,,8
0.15,0.05,,8
0.15,0.05,,8
0.2,0.05,,8
0.2,0.05,,8
0.2,0.05,,8
0.25,0.05,,8
0.25,0.05,,8
0.25,0.05,,8
0.3,0.05,,8
0.3,0.05,,8
0.3,0.05,,8
0.01,0.1,0.5555555555555556,8
0.01,0.1,0.5555555555555556,8
0.01,0.1,0.5555555555555556,8
0.05,0.1,0.5681818181818182,8
0.05,0.1,0.5681818181818182,8
0.05,0.1,0.5681818181818182,8
0.1,0.1,0.78125,8
0.1,0.1,0.78125,8
0.1,0.1,0.78125,8
0.15,0.1,0.8333333333333334,8
0.15,0.1,0.8333333333333334,8
0.15,0.1,0.8333333333333334,8
0.2,0.1,,8
0.2,0.1,,8
0.2,0.1,,8
0.25,0.1,,8
0.25,0.1,,8
0.25,0.1,,8
0.3,0.1,,8
0.3,0.1,,8
0.3,0.1,,8
0.01,0.15,0.5555555555555556,8
0.01,0.15,0.5555555555555556,8
0.01,0.15,0.5555555555555556,8
0.05,0.15,0.5555555555555556,8
0.05,0.15,0.5555555555555556,8
0.05,0.15,0.5555555555555556,8
0.1,0.15,0.5681818181818182,8
0.1,0.15,0.5681818181818182,8
0.1,0.15,0.5681818181818182,8
0.15,0.15,0.6052631578947368,8
0.15,0.15,0.6052631578947368,8
0.15,0.15,0.6052631578947368,8
0.2,0.15,0.6666666666666666,8
0.2,0.15,0.6666666666666666,8
0.2,0.15,0.6666666666666666,8
0.25,0.15,,8
0.25,0.15,,8
0.25,0.15,,8
0.3,0.15,,8
0.3,0.15,,8
0.3,0.15,,8
0.01,0.2,0.5434782608695652,8
0.01,0.2,0.5434782608695652,8
0.01,0.2,0.5434782608695652,8
0.05,0.2,0.5434782608695652,8
0.05,0.2,0.5434782608695652,8
0.05,0.2,0.5434782608695652,8
0.1,0.2,0.5555555555555556,8
0.1,0.2,0.5555555555555556,8
0.1,0.2,0.5555555555555556,8
0.15,0.2,0.5227272727272727,8
0.15,0.2,0.5227272727272727,8
0.15,0.2,0.5227272727272727,8
0.2,0.2,0.525,8
0.2,0.2,0.525,8
0.2,0.2,0.525,8
0.25,0.2,0.3333333333333333,8
0.25,0.2,0.3333333333333333,8
0.25,0.2,0.3333333333333333,8
0.3,0.2,,8
0.3,0.2,,8
0.3,0.2,,8
0.01,0.25,0.5208333333333334,8
0.01,0.25,0.5208333333333334,8
0.01,0.25,0.5208333333333334,8
0.05,0.25,0.5208333333333334,8
0.05,0.25,0.5208333333333334,8
0.05,0.25,0.5208333333333334,8
0.1,0.25,0.5319148936170213,8
0.1,0.25,0.5319148936170213,8
0.1,0.25,0.5319148936170213,8
0.15,0.25,0.5,8
0.15,0.25,0.5,8
0.15,0.25,0.5,8
0.2,0.25,0.4782608695652174,8
0.2,0.25,0.4782608695652174,8
0.2,0.25,0.4782608695652174,8
0.25,0.25,0.525,8
0.25,0.25,0.525,8
0.25,0.25,0.525,8
0.3,0.25,0.1428571428571428,8
0.3,0.25,0.1428571428571428,8
0.3,0.25,0.1428571428571428,8
0.01,0.3,0.5208333333333334,8
0.01,0.3,0.5208333333333334,8
0.01,0.3,0.5208333333333334,8
0.05,0.3,0.5208333333333334,8
0.05,0.3,0.5208333333333334,8
0.05,0.3,0.5208333333333334,8
0.1,0.3,0.5208333333333334,8
0.1,0.3,0.5208333333333334,8
0.1,0.3,0.5208333333333334,8
0.15,0.3,0.4791666666666667,8
0.15,0.3,0.4791666666666667,8
0.15,0.3,0.4791666666666667,8
0.2,0.3,0.4680851063829787,8
0.2,0.3,0.4680851063829787,8
0.2,0.3,0.4680851063829787,8
0.25,0.3,0.4565217391304347,8
0.25,0.3,0.4565217391304347,8
0.25,0.3,0.4565217391304347,8
0.3,0.3,0.4523809523809524,8
0.3,0.3,0.4523809523809524,8
0.3,0.3,0.4523809523809524,8
0.01,0.01,1.0,9
0.01,0.01,1.0,9
0.01,0.01,1.0,9
0.05,0.01,1.0,9
0.05,0.01,1.0,9
0.05,0.01,1.0,9
0.1,0.01,1.0,9
0.1,0.01,1.0,9
0.1,0.01,1.0,9
0.15,0.01,0.0,9
0.15,0.01,0.0,9
0.15,0.01,0.0,9
0.2,0.01,0.0,9
0.2,0.01,0.0,9
0.2,0.01,0.0,9
0.25,0.01,,9
0.25,0.01,,9
0.25,0.01,,9
0.3,0.01,,9
0.3,0.01,,9
0.3,0.01,,9
0.01,0.05,1.0,9
0.01,0.05,1.0,9
0.01,0.05,1.0,9
0.05,0.05,1.0,9
0.05,0.05,1.0,9
0.05,0.05,1.0,9
0.1,0.05,0.9615384615384616,9
0.1,0.05,0.9615384615384616,9
0.1,0.05,0.9615384615384616,9
0.15,0.05,0.0,9
0.15,0.05,0.0,9
0.15,0.05,0.0,9
0.2,0.05,0.0,9
0.2,0.05,0.0,9
0.2,0.05,0.0,9
0.25,0.05,0.0,9
0.25,0.05,0.0,9
0.25,0.05,0.0,9
0.3,0.05,,9
0.3,0.05,,9
0.3,0.05,,9
0.01,0.1,0.8620689655172413,9
0.01,0.1,0.8620689655172413,9
0.01,0.1,0.8620689655172413,9
0.05,0.1,0.78125,9
0.05,0.1,0.78125,9
0.05,0.1,0.78125,9
0.1,0.1,0.8064516129032258,9
0.1,0.1,0.8064516129032258,9
0.1,0.1,0.8064516129032258,9
0.15,0.1,0.6774193548387096,9
0.15,0.1,0.6774193548387096,9
0.15,0.1,0.6774193548387096,9
0.2,0.1,0.0,9
0.2,0.1,0.0,9
0.2,0.1,0.0,9
0.25,0.1,0.0,9
0.25,0.1,0.0,9
0.25,0.1,0.0,9
0.3,0.1,0.0,9
0.3,0.1,0.0,9
0.3,0.1,0.0,9
0.01,0.15,0.5813953488372093,9
0.01,0.15,0.5813953488372093,9
0.01,0.15,0.5813953488372093,9
0.05,0.15,0.5813953488372093,9
0.05,0.15,0.5813953488372093,9
0.05,0.15,0.5813953488372093,9
0.1,0.15,0.5952380952380952,9
0.1,0.15,0.5952380952380952,9
0.1,0.15,0.5952380952380952,9
0.15,0.15,0.5384615384615384,9
0.15,0.15,0.5384615384615384,9
0.15,0.15,0.5384615384615384,9
0.2,0.15,0.5277777777777778,9
0.2,0.15,0.5277777777777778,9
0.2,0.15,0.5277777777777778,9
0.25,0.15,0.2105263157894736,9
0.25,0.15,0.2105263157894736,9
0.25,0.15,0.2105263157894736,9
0.3,0.15,0.0,9
0.3,0.15,0.0,9
0.3,0.15,0.0,9
0.01,0.2,0.5434782608695652,9
0.01,0.2,0.5434782608695652,9
0.01,0.2,0.5434782608695652,9
0.05,0.2,0.5555555555555556,9
0.05,0.2,0.5555555555555556,9
0.05,0.2,0.5555555555555556,9
0.1,0.2,0.5434782608695652,9
0.1,0.2,0.5434782608695652,9
0.1,0.2,0.5434782608695652,9
0.15,0.2,0.4565217391304347,9
0.15,0.2,0.4565217391304347,9
0.15,0.2,0.4565217391304347,9
0.2,0.2,0.4130434782608695,9
0.2,0.2,0.4130434782608695,9
0.2,0.2,0.4130434782608695,9
0.25,0.2,0.3170731707317073,9
0.25,0.2,0.3170731707317073,9
0.25,0.2,0.3170731707317073,9
0.3,0.2,0.2285714285714285,9
0.3,0.2,0.2285714285714285,9
0.3,0.2,0.2285714285714285,9
0.01,0.25,0.5102040816326531,9
0.01,0.25,0.5102040816326531,9
0.01,0.25,0.5102040816326531,9
0.05,0.25,0.5102040816326531,9
0.05,0.25,0.5102040816326531,9
0.05,0.25,0.5102040816326531,9
0.1,0.25,0.5208333333333334,9
0.1,0.25,0.5208333333333334,9
0.1,0.25,0.5208333333333334,9
0.15,0.25,0.4375,9
0.15,0.25,0.4375,9
0.15,0.25,0.4375,9
0.2,0.25,0.4166666666666667,9
0.2,0.25,0.4166666666666667,9
0.2,0.25,0.4166666666666667,9
0.25,0.25,0.2708333333333333,9
0.25,0.25,0.2708333333333333,9
0.25,0.25,0.2708333333333333,9
0.3,0.25,0.2666666666666666,9
0.3,0.25,0.2666666666666666,9
0.3,0.25,0.2666666666666666,9
0.01,0.3,0.5102040816326531,9
0.01,0.3,0.5102040816326531,9
0.01,0.3,0.5102040816326531,9
0.05,0.3,0.5102040816326531,9
0.05,0.3,0.5102040816326531,9
0.05,0.3,0.5102040816326531,9
0.1,0.3,0.5102040816326531,9
0.1,0.3,0.5102040816326531,9
0.1,0.3,0.5102040816326531,9
0.15,0.3,0.4285714285714285,9
0.15,0.3,0.4285714285714285,9
0.15,0.3,0.4285714285714285,9
0.2,0.3,0.4081632653061224,9
0.2,0.3,0.4081632653061224,9
0.2,0.3,0.4081632653061224,9
0.25,0.3,0.2653061224489796,9
0.25,0.3,0.2653061224489796,9
0.25,0.3,0.2653061224489796,9
0.3,0.3,0.2244897959183673,9
0.3,0.3,0.2244897959183673,9
0.3,0.3,0.2244897959183673,9
0.01,0.01,1.0,10
0.01,0.01,1.0,10
0.01,0.01,1.0,10
0.05,0.01,1.0,10
0.05,0.01,1.0,10
0.05,0.01,1.0,10
0.1,0.01,,10
0.1,0.01,,10
0.1,0.01,,10
0.15,0.01,,10
0.15,0.01,,10
0.15,0.01,,10
0.2,0.01,,10
0.2,0.01,,10
0.2,0.01,,10
0.25,0.01,,10
0.25,0.01,,10
0.25,0.01,,10
0.3,0.01,,10
0.3,0.01,,10
0.3,0.01,,10
0.01,0.05,1.0,10
0.01,0.05,1.0,10
0.01,0.05,1.0,10
0.05,0.05,1.0,10
0.05,0.05,1.0,10
0.05,0.05,1.0,10
0.1,0.05,,10
0.1,0.05,,10
0.1,0.05,,10
0.15,0.05,,10
0.15,0.05,,10
0.15,0.05,,10
0.2,0.05,,10
0.2,0.05,,10
0.2,0.05,,10
0.25,0.05,,10
0.25,0.05,,10
0.25,0.05,,10
0.3,0.05,,10
0.3,0.05,,10
0.3,0.05,,10
0.01,0.1,1.0,10
0.01,0.1,1.0,10
0.01,0.1,1.0,10
0.05,0.1,0.8620689655172413,10
0.05,0.1,0.8620689655172413,10
0.05,0.1,0.8620689655172413,10
0.1,0.1,0.8620689655172413,10
0.1,0.1,0.8620689655172413,10
0.1,0.1,0.8620689655172413,10
0.15,0.1,0.0,10
0.15,0.1,0.0,10
0.15,0.1,0.0,10
0.2,0.1,0.0,10
0.2,0.1,0.0,10
0.2,0.1,0.0,10
0.25,0.1,,10
0.25,0.1,,10
0.25,0.1,,10
0.3,0.1,,10
0.3,0.1,,10
0.3,0.1,,10
0.01,0.15,0.5952380952380952,10
0.01,0.15,0.5952380952380952,10
0.01,0.15,0.5952380952380952,10
0.05,0.15,0.5952380952380952,10
0.05,0.15,0.5952380952380952,10
0.05,0.15,0.5952380952380952,10
0.1,0.15,0.6944444444444444,10
0.1,0.15,0.6944444444444444,10
0.1,0.15,0.6944444444444444,10
0.15,0.15,0.5428571428571428,10
0.15,0.15,0.5428571428571428,10
0.15,0.15,0.5428571428571428,10
0.2,0.15,0.0,10
0.2,0.15,0.0,10
0.2,0.15,0.0,10
0.25,0.15,0.0,10
0.25,0.15,0.0,10
0.25,0.15,0.0,10
0.3,0.15,,10
0.3,0.15,,10
0.3,0.15,,10
0.01,0.2,0.5952380952380952,10
0.01,0.2,0.5952380952380952,10
0.01,0.2,0.5952380952380952,10
0.05,0.2,0.5952380952380952,10
0.05,0.2,0.5952380952380952,10
0.05,0.2,0.5952380952380952,10
0.1,0.2,0.5952380952380952,10
0.1,0.2,0.5952380952380952,10
0.1,0.2,0.5952380952380952,10
0.15,0.2,0.4761904761904761,10
0.15,0.2,0.4761904761904761,10
0.15,0.2,0.4761904761904761,10
0.2,0.2,0.3714285714285714,10
0.2,0.2,0.3714285714285714,10
0.2,0.2,0.3714285714285714,10
0.25,0.2,0.0,10
0.25,0.2,0.0,10
0.25,0.2,0.0,10
0.3,0.2,0.0,10
0.3,0.2,0.0,10
0.3,0.2,0.0,10
0.01,0.25,0.5319148936170213,10
0.01,0.25,0.5319148936170213,10
0.01,0.25,0.5319148936170213,10
0.05,0.25,0.5434782608695652,10
0.05,0.25,0.5434782608695652,10
0.05,0.25,0.5434782608695652,10
0.1,0.25,0.5555555555555556,10
0.1,0.25,0.5555555555555556,10
0.1,0.25,0.5555555555555556,10
0.15,0.25,0.4666666666666667,10
0.15,0.25,0.4666666666666667,10
0.15,0.25,0.4666666666666667,10
0.2,0.25,0.3111111111111111,10
0.2,0.25,0.3111111111111111,10
0.2,0.25,0.3111111111111111,10
0.25,0.25,0.2894736842105263,10
0.25,0.25,0.2894736842105263,10
0.25,0.25,0.2894736842105263,10
0.3,0.25,0.0,10
0.3,0.25,0.0,10
0.3,0.25,0.0,10
0.01,0.3,0.5319148936170213,10
0.01,0.3,0.5319148936170213,10
0.01,0.3,0.5319148936170213,10
0.05,0.3,0.5319148936170213,10
0.05,0.3,0.5319148936170213,10
0.05,0.3,0.5319148936170213,10
0.1,0.3,0.5319148936170213,10
0.1,0.3,0.5319148936170213,10
0.1,0.3,0.5319148936170213,10
0.15,0.3,0.4565217391304347,10
0.15,0.3,0.4565217391304347,10
0.15,0.3,0.4565217391304347,10
0.2,0.3,0.3555555555555555,10
0.2,0.3,0.3555555555555555,10
0.2,0.3,0.3555555555555555,10
0.25,0.3,0.2666666666666666,10
0.25,0.3,0.2666666666666666,10
0.25,0.3,0.2666666666666666,10
0.3,0.3,0.2564102564102564,10
0.3,0.3,0.2564102564102564,10
0.3,0.3,0.2564102564102564,10
